a637,0.25,0.5,0.5,0.75,2,cat1
a638,0.5,0,0.5,0.5,2,cat1
a639,0.25,0.5,0.5,0.75,2,cat1
a640,0.5,1,0.25,0,3,cat2
a641,0.25,0,0.25,0.75,1,cat1
a642,1,0,1,0.25,3,cat2
a643,0,0.5,0.25,0.75,1,cat1
a644,0.5,0.5,0,1,2,cat1
a645,0,0.5,1,1,2,cat1
a646,0.5,1,0,0.5,2,cat1
a647,0.5,0.5,0,0,2,cat1
a648,0,0,0.75,0,1,cat1
a649,0.75,1,0.75,0,3,cat2
a650,1,0.5,1,0.5,2,cat1
a651,0.25,1,0.5,0.25,3,cat2
a652,0,0.25,1,0.75,2,cat1
a653,0.75,0.25,0.5,0.5,2,cat1
a654,0,0,0.75,0,0,cat1
a655,0.5,0.5,0,1,1,cat1
a656,0.5,0,0.5,0.5,1,cat1
a657,0.75,1,1,0,3,cat2
a658,0.5,1,0.5,0.25,2,cat1
a659,1,0.25,0.75,0.25,1,cat1
a660,0.75,0.25,0.5,0,2,cat1
a661,0,0,1,0,1,cat1
a662,0.5,0.75,1,0.5,3,cat2
a663,0.5,0.5,0,0,2,cat1
a664,0.75,0.75,0,0.75,3,cat2
a665,0.5,0,0.5,0.5,1,cat1
a666,0.5,0.5,0.75,0.75,3,cat2
a667,0.25,0.25,1,0.5,1,cat1
a668,0.5,0.5,0.75,0.75,2,cat1
a669,1,0.25,0.75,0.25,2,cat1
a670,0,1,1,0.25,2,cat1
a671,0.75,0.75,0,0.75,0,cat1
a672,1,0.25,0.75,0.25,2,cat1
a673,0.5,1,0.5,0.25,2,cat1
a674,0.25,0.5,0.5,0.75,2,cat1
a675,0,0.25,0.5,0.75,1,cat1
a676,0,1,1,1,3,cat2
a677,0.5,0.5,1,0.25,1,cat1
a678,0.5,0.5,0,0,1,cat1
a679,1,0.25,0.75,0.25,2,cat1
a680,0,0.5,0,0.25,2,cat1
a681,0.75,1,1,0,3,cat2
a682,0.75,1,1,0,3,cat2
a683,0,0.5,1,1,2,cat1
a684,0,1,1,0.25,2,cat1
a685,0.5,0.25,0.25,0.5,1,cat1
a686,0,0,0.25,1,0,cat1
a687,0.75,0.75,0,0.75,3,cat2
a688,0,0.25,1,0.75,0,cat1
a689,0,0.5,1,1,2,cat1
a690,1,0.75,0.5,0,2,cat1
a691,0.75,0.75,0,0.5,3,cat2
a692,0.5,1,0.75,0.5,2,cat1
a693,0.5,0,0.75,1,2,cat1
a694,1,0,0,1,2,cat1
a695,0,0.5,1,1,2,cat1
a696,0.5,0.5,0.75,0.75,2,cat1
a697,1,0.75,0.5,0,1,cat1
a698,0,0,0.75,0,1,cat1
a699,0.5,0.5,0.75,0.75,2,cat1
a700,0.5,1,0.25,0,2,cat1
a701,0,0.5,0,0,1,cat1
a702,0.75,0.25,0.25,0,1,cat1
a703,0.5,0.25,0.5,0.75,2,cat1
a704,0.5,0,1,0.75,1,cat1
a705,0.5,0.75,1,0.5,2,cat1
a706,0,1,1,0.25,3,cat2
a707,0,0.5,0,0.25,1,cat1
a708,0,0.5,0.75,0.75,3,cat2
a709,0,1,1,0.5,3,cat2
a710,0,0.75,0.5,1,2,cat1
a711,0.5,0.5,1,0.25,3,cat2
a712,0,0,0.75,0,0,cat1
a713,0.5,0,0,0,0,cat1
a714,0.25,0.5,0.75,0.5,2,cat1
a715,0.25,0.5,0.75,0.5,1,cat1
a716,0.75,0.5,0.5,1,2,cat1
a717,1,0.5,0.75,0.25,2,cat1
a718,0,1,1,1,4,cat2
a719,0.75,0.75,1,0.25,3,cat2
a720,0.5,1,0,0.75,3,cat2
a721,0.5,0.5,0.75,0.5,2,cat1
a722,0,0.75,0.75,0,1,cat1
a723,0.25,0.5,0.5,0.75,2,cat1
a724,0.5,0.5,0,1,2,cat1
a725,0.25,0.25,1,0.5,1,cat1
a726,0,0.5,0.25,0.5,1,cat1
a727,1,0.5,0.75,0,2,cat1
a728,0,0.5,0.75,0.75,1,cat1
a729,0,1,0.5,0.75,2,cat1
a730,0.5,0.25,0,0.5,1,cat1
a731,1,0.25,0.75,0.25,3,cat2
a732,0.25,1,0,1,2,cat1
a733,0,0.75,0.75,0,2,cat1
a734,0.25,0.5,0.5,0.25,1,cat1
a735,0.5,1,0.75,0.5,3,cat2
a736,0.5,0.25,0,0.5,2,cat1
a737,0.75,0.25,0.5,0.5,2,cat1
a738,0.75,1,0.75,0,3,cat2
a739,0.25,0.5,0,1,2,cat1
a740,0.75,0.5,0.5,0.5,2,cat1
a741,0.5,0.25,0.5,0,2,cat1
a742,0,0.5,0,0,2,cat1
a743,0,0.75,1,1,3,cat2
a744,0,1,0.25,0.75,1,cat1
a745,0.5,0,0.5,0.5,2,cat1
a746,0.25,0.5,1,0.5,2,cat1
a747,0.25,0.5,0.5,0.25,1,cat1
a748,0.5,0.5,1,0.25,2,cat1
a749,0.5,0.5,0.25,1,2,cat1
a750,0,0.25,0.5,0.75,2,cat1
a751,1,0,1,0.25,2,cat1
a752,0.5,0,0.75,1,1,cat1
a753,1,0.25,0.25,1,1,cat1
a754,1,0.25,0,0.5,1,cat1
a755,0.25,0.5,0.75,0,1,cat1
a756,0.25,0.5,0.5,0.75,2,cat1
a757,0.25,0.25,1,0.25,1,cat1
a758,1,0.25,0.75,0.25,2,cat1
a759,0,1,0.5,0.75,2,cat1
a760,0,0.5,0,0,1,cat1
a761,0,0.75,1,0,2,cat1
a762,0.5,0.75,0.5,1,3,cat2
a763,0,0,0.75,0,0,cat1
a764,0.5,1,1,1,4,cat2
a765,0,0.25,0.5,0.5,0,cat1
a766,0.25,0,0.5,0.5,0,cat1
a767,0.5,0.25,0.5,0,2,cat1
a768,0.25,1,0,1,2,cat1
a769,0.5,0.5,0,1,2,cat1
a770,0,0,0.75,0,1,cat1
a771,0,0.25,1,0.75,1,cat1
a772,1,0,1,0.25,1,cat1
a773,0.25,0,0.25,0.75,0,cat1
a774,0.25,0.5,0.75,0.5,2,cat1
a775,0,0.5,0.25,0.5,1,cat1
a776,0.5,0,0.75,1,1,cat1
a777,0,0.75,0.5,1,2,cat1
a778,0.75,1,1,0,3,cat2
a779,0.75,0,0.5,1,2,cat1
a780,0.25,0,0.25,0.25,0,cat1
a781,0.25,0.5,0,1,2,cat1
a782,0.5,0.5,0.75,0.75,2,cat1
a783,0.25,0,0.5,0,0,cat1
a784,0.5,0.5,0,0,2,cat1
a785,0.5,1,0,0.75,3,cat2
a786,1,0,1,0.25,3,cat2
a787,1,0.75,0.5,0,2,cat1
a788,0,1,1,0.25,3,cat2
a789,0,0.5,0.25,0.75,1,cat1
a790,0.75,1,0.75,0,3,cat2
a791,0.75,1,1,0,4,cat2
a792,0.25,0,0.5,0,1,cat1
a793,0.25,0.75,0,0.25,1,cat1
a794,0.5,0,0,0,0,cat1
a795,0.5,1,0.75,0.5,4,cat2
a796,0.75,1,0.25,0.5,3,cat2
a797,1,0.25,0.25,1,2,cat1
a798,0.5,0.75,1,0.5,3,cat2
a799,0.5,0.75,0.5,1,2,cat1
a800,0.5,0.5,0,0,2,cat1
a801,0.75,0.75,0,0.5,2,cat1
a802,0.75,1,0.75,0,4,cat2
a803,0.75,0.5,0.5,0.5,2,cat1
a804,0.5,1,0.25,0,3,cat2
a805,0,0,0.75,0,0,cat1
a806,0.25,0.5,1,0.5,2,cat1
a807,0,1,0.5,0.75,3,cat2
a808,0.75,0.25,0.5,0,1,cat1
a809,0.25,0.5,0,1,2,cat1
a810,0.5,0.5,0.75,0.75,3,cat2
a811,0.5,1,0,0.75,2,cat1
a812,0.75,0.5,0.5,1,2,cat1
a813,0.5,0.25,0.25,0.5,1,cat1
a814,0.5,0.5,0,0,1,cat1
a815,0,0.25,1,0.75,1,cat1
a816,0.75,0.5,0.5,1,2,cat1
a817,0.5,1,0.5,0.25,2,cat1
a818,0,0.25,0.5,0.5,1,cat1
a819,1,0.25,0.75,0.25,2,cat1
a820,0.5,0,0.75,1,2,cat1
a821,0.25,1,0,1,2,cat1
a822,0.5,0,0,0,1,cat1
a823,1,0.75,0.5,0,1,cat1
a824,0.5,0.75,0.5,0.75,2,cat1
a825,1,0.25,0.75,0.25,1,cat1
a826,0.25,0,0.25,0.25,0,cat1
a827,0.25,0,0.25,0.25,1,cat1
a828,0.5,0.5,0.75,0.75,2,cat1
a829,0,0.5,0,0,1,cat1
a830,0.25,0.25,1,0.5,2,cat1
a831,0.75,0.75,1,0.25,3,cat2
a832,0,0.5,0.25,0.5,1,cat1
a833,0.25,0.5,0.5,0.25,2,cat1
a834,0.5,1,0.5,0.25,3,cat2
a835,0.25,0,0.75,0.25,0,cat1
a836,0,0,0.75,0,0,cat1
a837,0.75,0.5,0.5,0.5,2,cat1
a838,0.75,0.25,0.25,0,1,cat1
a839,0.25,0,0.25,0.75,0,cat1
a840,0.75,1,0.5,0.5,3,cat2
a841,0.5,0.5,0.75,0.5,2,cat1
a842,1,0.5,1,0.75,3,cat2
a843,0,1,1,0.5,2,cat1
a844,0.5,0.5,0.5,0.75,2,cat1
a845,1,0.25,0.75,0.25,2,cat1
a846,0.75,0.75,0.75,0.25,3,cat2
a847,0.5,0.5,1,0.25,2,cat1
a848,0.75,0.75,0,0.5,3,cat2
a849,0.5,1,0.25,0,2,cat1
a850,0.25,0.25,1,0.25,1,cat1
a851,0.5,0,0.5,0.5,1,cat1
a852,0.25,0.5,0,1,1,cat1
a853,0,0.5,0.75,0.75,2,cat1
a854,0.25,0,0.75,0.25,0,cat1
a855,1,0,0,1,2,cat1
a856,1,0,0,0.5,1,cat1
a857,1,0.25,0.75,0.25,2,cat1
a858,0.25,0,0.25,0.75,1,cat1
a859,0.5,1,0.25,0,2,cat1
a860,0.25,0.25,1,0.25,1,cat1
a861,0.75,0.25,0.5,0.5,1,cat1
a862,1,0.25,0.75,0.25,2,cat1
a863,0.5,1,0.5,0.25,2,cat1
a864,0.25,1,0.5,0.25,2,cat1
a865,0,0.5,0,0.25,1,cat1
a866,0.25,0.5,0.75,0,1,cat1
a867,0,0.25,0.5,0.5,1,cat1
a868,0.5,0.5,0,1,2,cat1
a869,0,0.5,0.25,0.75,2,cat1
a870,0,0,0.75,0,0,cat1
a871,0,1,1,0.25,2,cat1
a872,0,1,1,0.5,3,cat2
a873,0,0.5,0,0,1,cat1
a874,0,0.5,0.25,0.5,2,cat1
a875,0,0.25,0.25,0,0,cat1
a876,0.5,0.5,0,1,2,cat1
a877,0.75,0.25,0.25,0,2,cat1
a878,0,0.25,0.5,0.5,1,cat1
a879,0.25,1,0.5,0.25,2,cat1
a880,0.5,1,0,0.5,3,cat2
a881,0,0.25,0.25,0,0,cat1
a882,0.75,0.75,1,0.25,3,cat2
a883,0.75,0.75,1,0.25,3,cat2
a884,1,0.25,0.75,0.25,2,cat1
a885,0,0.5,0,0,1,cat1
a886,0.25,1,0.5,0.25,2,cat1
a887,0.25,0,0.25,0.25,0,cat1
a888,0,0.25,1,0.75,2,cat1
a889,0.5,0,0.75,1,1,cat1
a890,0,0.75,1,0,3,cat2
a891,0.75,1,0.25,0.5,2,cat1
a892,0.75,0.25,0.5,0,1,cat1
a893,0,0,0.25,1,1,cat1
a894,0.5,0.5,0,1,2,cat1
a895,0.25,0.75,0,0.25,1,cat1
a896,0.5,0.5,0,0,1,cat1
a897,0.25,0.5,0.5,0.25,1,cat1
a898,0,0,1,0,0,cat1
a899,0.75,0.5,0.5,0.5,2,cat1
a900,0.25,0,0.75,0.25,1,cat1
a901,0.25,0.25,1,0.25,1,cat1
a902,0.5,0.5,0.75,0.75,3,cat2
a903,0.5,0,0.75,1,2,cat1
a904,0.75,0.5,0.5,1,2,cat1
a905,0.75,0.25,0.5,0,1,cat1
a906,0.5,0.5,0,1,1,cat1
a907,0.25,1,0,1,3,cat2
a908,1,0,0,1,1,cat1
a909,0.75,1,0.25,0.5,3,cat2
a910,0.75,0.75,1,0.25,2,cat1
a911,0.25,0,0.75,0.25,0,cat1
a912,0.5,0,1,0.75,1,cat1
a913,0,0.5,0.25,0.5,2,cat1
a914,1,0,0,0.5,0,cat1
a915,0.75,1,1,0,3,cat2
a916,0.25,0,0.75,0.25,1,cat1
a917,0,0.5,0.75,0.75,2,cat1
a918,0.25,0,0.5,0.5,1,cat1
a919,0.75,0.75,0,0.5,3,cat2
a920,0.25,0,0.5,0.5,1,cat1
a921,0.75,1,1,0,3,cat2
a922,0,0.25,0.5,0.5,1,cat1
a923,0.5,0.25,0.5,0.75,1,cat1
a924,0,0,0.25,1,2,cat1
a925,0.75,0.5,0.5,1,3,cat2
a926,0.25,0,1,1,4,cat2
a927,0.5,0.75,0.5,1,2,cat1
a928,0.5,0.75,1,0.5,2,cat1
a929,0.5,1,1,1,4,cat2
a930,0.25,0.25,0.25,0.5,1,cat1
a931,1,0,0,0.5,1,cat1
a932,0,0.25,1,0.75,1,cat1
a933,0.25,0,0.25,0.75,2,cat1
a934,0,1,0.5,0.75,2,cat1
a935,0.25,0.5,0.5,0.25,1,cat1
a936,0.5,0,1,0.75,0,cat1
a937,0.5,1,1,1,3,cat2
a938,1,0,0.75,0,2,cat1
a939,0,1,1,1,2,cat1
a940,1,0,1,0.25,2,cat1
a941,0,1,1,0.5,2,cat1
a942,1,0,1,0.75,1,cat1
a943,0.25,1,0.5,0.25,3,cat2
a944,0.5,0,0.5,0.5,1,cat1
a945,1,0,1,0.25,0,cat1
a946,0,0.25,0.5,0.75,1,cat1
a947,0.25,0.5,0.5,0.25,2,cat1
a948,1,0,1,0.25,2,cat1
a949,1,0.75,1,0.75,4,cat2
a950,0.25,0.5,0.5,0.25,2,cat1
a951,0.25,0.75,0,0.25,1,cat1
a952,0.5,0.5,1,0.25,2,cat1
a953,0,1,0.25,0.75,2,cat1
a954,1,0.75,1,0.75,3,cat2
a955,0.25,0,0.25,0.25,1,cat1
a956,0.75,0.5,0.5,1,3,cat2
a957,1,0.25,0.75,0.25,2,cat1
a958,0.25,0.25,1,0.25,3,cat2
a959,1,0,0,0.5,3,cat2
a960,0,0.25,0.5,0.5,0,cat1
a961,0,0.5,0.25,0.75,2,cat1
a962,0.5,0.75,0.5,0.75,4,cat2
a963,0.5,0.75,0.5,0.75,3,cat2
a964,0.5,0.5,0.5,0.75,2,cat1
a965,0.25,0,0.5,0,0,cat1
a966,0.25,0,1,1,2,cat1
a967,0.75,1,0.5,0.5,3,cat2
a968,0.5,0.75,0.5,0.75,2,cat1
a969,0,1,0.5,0.75,3,cat2
a970,0.25,0.25,1,0.5,1,cat1
a971,0.5,1,0.75,0.5,3,cat2
a972,1,0.25,0,0.5,2,cat1
a973,1,0.5,0.75,0,3,cat2
a974,1,0,1,0.25,2,cat1
a975,0,0.25,0.5,0.5,2,cat1
a976,1,0.25,0.75,0.25,2,cat1
a977,0,0.75,1,1,3,cat2
a978,0.5,0.75,0.5,1,2,cat1
a979,1,0.5,1,0.75,3,cat2
a980,0.75,0.25,0.25,0,1,cat1
a981,0,0.25,0.5,0.75,0,cat1
a982,0,0.5,0,0.25,1,cat1
a983,0.5,0.25,0.5,0.75,1,cat1
a984,0,1,1,1,3,cat2
a985,0.5,0.25,0.5,0,1,cat1
a986,0.5,0.25,0.5,0.75,2,cat1
a987,1,0.5,1,0.75,3,cat2
a988,0.25,0,1,1,1,cat1
a989,0,0,0.75,0,1,cat1
a990,0,0.75,0.75,0,2,cat1
a991,0.25,0.75,0,0.25,2,cat1
a992,0.5,0.25,0.25,0.5,1,cat1
a993,0.5,0.5,0,1,2,cat1
a994,0.25,0.5,1,0.5,2,cat1
a995,0.5,0,1,0.75,0,cat1
a996,0.5,0.5,0.25,1,2,cat1
a997,0.25,0.5,0.5,0.75,2,cat1
a998,0,0,0.25,1,0,cat1
a999,0,0.5,0.25,0.75,1,cat1
a1000,0.5,0,0.75,1,1,cat1
